No,ID,Pattern,Trap,Correct Letter,Correct Answer To Look For,Rule Capsule,Most Popular Wrong,Most Popular Wrong Choice,Nugget,Word Count
299,14559,"A federal officer had probable cause to believe that a woman had participated in a bank robbery. Two days after the robbery, the woman checked into a local hotel. When the woman left her room for the evening, the hotel…",This answer reaches the correct answer with the wrong reasoning,A,"Yes, because the officer had no warrant","The Fourth Amendment protects the woman's expectation of privacy in her dwelling, including her temporary hotel room dwelling",D,"No, because the officer reasonably relied on the hotel manager’s apparent authority to allow the officer into the hotel room.","299. ID 14559 | Pattern: A federal officer had probable cause to believe that a woman had participated in a bank robbery. Two days after the robbery, the woman checked into a local hotel. When the woman left her room for the evening, the hotel… | Trap: This answer reaches the correct answer with the wrong reasoning | Look for: A — Yes, because the officer had no warrant. Rule: The Fourth Amendment protects the woman's expectation of privacy in her dwelling, including her temporary hotel room dwelling",88
300,16114,"A supermarket cashier borrowed money from the company safe to get through the weekend, then returned it on Monday morning after she was paid. One of her coworkers saw her returning the money and questioned her about it until the…",Robbery is larceny committed by force or threat of force,B,"Larceny, because he obtained money by inciting and encouraging the cashier to steal $25 from the safe","One who incites and encourages another to commit a crime may be guilty as an accomplice or accessory, especially when he or she derives some direct benefit from the crime",A,"Robbery, because he obtained money from the cashier by threat and intimidation.","300. ID 16114 | Pattern: A supermarket cashier borrowed money from the company safe to get through the weekend, then returned it on Monday morning after she was paid. One of her coworkers saw her returning the money and questioned her about it until the… | Trap: Robbery is larceny committed by force or threat of force | Look for: B — Larceny, because he obtained money by inciting and encouraging the cashier to steal $25 from the safe. Rule: One who incites and encourages another to commit a crime may be guilty as an accomplice or accessory, especially when he or she derives some direct benefit from the crime",110
301,20953,"City law made it a misdemeanor to ignite large fireworks in a crowded public plaza. During a festival, Omar lit a large illegal firework in the middle of the crowd. It exploded sideways, struck a spectator in the head, and…","The predicate is a misdemeanor, not a felony-murder predicate",B,"Involuntary manslaughter, because the dangerous misdemeanor proximately caused death",Unlawful-act manslaughter can apply when a misdemeanor or non-felony unlawful act is sufficiently dangerous and proximately causes death,A,"Felony murder, because a death occurred during an unlawful act","301. ID 20953 | Pattern: City law made it a misdemeanor to ignite large fireworks in a crowded public plaza. During a festival, Omar lit a large illegal firework in the middle of the crowd. It exploded sideways, struck a spectator in the head, and… | Trap: The predicate is a misdemeanor, not a felony-murder predicate | Look for: B — Involuntary manslaughter, because the dangerous misdemeanor proximately caused death. Rule: Unlawful-act manslaughter can apply when a misdemeanor or non-felony unlawful act is sufficiently dangerous and proximately causes death",89
302,20689,"Max, angry at his neighbor's dog that has been barking all night, decides to ""scare"" the neighbor by lighting a small pile of dry leaves on the neighbor's wooden porch. The leaves burn vigorously, producing significant smoke and heat, and…",Common-law arson's burning element requires actual charring — the consumption of the wood fibers of the structure itself,C,"No, because the burning element of common-law arson requires actual charring of the wood fibers of the structure, which did not occur here","Common-law arson requires a malicious burning of the dwelling house of another. ""Burning"" means the wood fibers of the structure must be charred — the fire must actually consume part of the structure",A,"Yes, because Max maliciously set fire to another's property","302. ID 20689 | Pattern: Max, angry at his neighbor's dog that has been barking all night, decides to ""scare"" the neighbor by lighting a small pile of dry leaves on the neighbor's wooden porch. The leaves burn vigorously, producing significant smoke and heat, and… | Trap: Common-law arson's burning element requires actual charring — the consumption of the wood fibers of the structure itself | Look for: C — No, because the burning element of common-law arson requires actual charring of the wood fibers of the structure, which did not occur here. Rule: Common-law arson requires a malicious burning of the dwelling house of another. ""Burning"" means the wood fibers of the structure must be charred — the fire must actually consume part of the structure",127
303,16024,"A woman was in her eighth month of pregnancy when her husband left her. Unwilling to face life as a single parent, she asked her doctor to perform an abortion. Her doctor refused, explaining that abortion so late in pregnancy…",The defendant's attempt to save the baby's life after she tried to kill him is not sufficient to relieve her of criminal liability for his death if his death was…,C,the baby's death five years later after the defendant's act was not proximately caused by the defendant's act,"Murder is the unjustified killing of a human being with malice aforethought. Since malice aforethought includes the intent to kill, and since the defendant held the baby's head under water in an attempt to end his life, the defendant had the necessary…",A,the woman had a constitutional right to an abortion.,"303. ID 16024 | Pattern: A woman was in her eighth month of pregnancy when her husband left her. Unwilling to face life as a single parent, she asked her doctor to perform an abortion. Her doctor refused, explaining that abortion so late in pregnancy… | Trap: The defendant's attempt to save the baby's life after she tried to kill him is not sufficient to relieve her of criminal liability for his death if his death was… | Look for: C — the baby's death five years later after the defendant's act was not proximately caused by the defendant's act. Rule: Murder is the unjustified killing of a human being with malice aforethought. Since malice aforethought includes the intent to kill, and since the defendant held the baby's head under water in an attempt to end his life, the defendant had the necessary…",143
304,20889,"Police have a valid arrest warrant for Dana. They go to Dana's apartment at 7 a.m., see Dana's car in the assigned space, hear Dana's voice inside, and enter after knocking and announcing. They arrest Dana in the living room.…",An arrest warrant authorizes entry into the suspect's own home when officers have reason to believe the suspect is inside,B,"Yes, because police had a valid arrest warrant and reason to believe Dana was inside Dana's own home",An arrest warrant permits police to enter the suspect's own home when they have reason to believe the suspect is inside,A,"No, because police always need a search warrant to enter any home","304. ID 20889 | Pattern: Police have a valid arrest warrant for Dana. They go to Dana's apartment at 7 a.m., see Dana's car in the assigned space, hear Dana's voice inside, and enter after knocking and announcing. They arrest Dana in the living room.… | Trap: An arrest warrant authorizes entry into the suspect's own home when officers have reason to believe the suspect is inside | Look for: B — Yes, because police had a valid arrest warrant and reason to believe Dana was inside Dana's own home. Rule: An arrest warrant permits police to enter the suspect's own home when they have reason to believe the suspect is inside",112
305,14558,"A defendant was prosecuted for selling cocaine to an undercover police agent. At his trial, he testified that he only sold the drugs to the agent, whom the defendant knew as ""Speedy,"" because Speedy had told him that he (Speedy)…",The court may properly allow evidence of prior convictions to be admitted against a defendant for the charged crime if such criminal history falls under the category of relevant prior…,D,"affirmed, because neither of the above reasons constitutes a ground for reversal",The court acted properly in admitting the defendant's prior narcotics crimes in rebuttal to the entrapment defense to show the defendant had the willingness to commit the crime of selling cocaine. The court also acted properly by following state law and instructing…,B,"reversed, because it was a violation of due process to impose on the defense a burden of persuasion concerning entrapment.","305. ID 14558 | Pattern: A defendant was prosecuted for selling cocaine to an undercover police agent. At his trial, he testified that he only sold the drugs to the agent, whom the defendant knew as ""Speedy,"" because Speedy had told him that he (Speedy)… | Trap: The court may properly allow evidence of prior convictions to be admitted against a defendant for the charged crime if such criminal history falls under the category of relevant prior… | Look for: D — affirmed, because neither of the above reasons constitutes a ground for reversal. Rule: The court acted properly in admitting the defendant's prior narcotics crimes in rebuttal to the entrapment defense to show the defendant had the willingness to commit the crime of selling cocaine. The court also acted properly by following state law and instructing…",137
306,20476,"An officer conducted a lawful Terry stop of a suspect near a known drug corner. During a pat-down for weapons, the officer felt a small, hard lump in the suspect's jacket pocket. The officer knew it was not a weapon.…",Minnesota v. Dickerson's plain feel doctrine limits what may be seized during a Terry frisk,C,"No, because the officer's continued manipulation of the object to identify it as cocaine exceeded the lawful scope of a Terry frisk; the incriminating character was…",An officer conducting a lawful Terry frisk may seize an item under plain feel only if its identity as contraband is immediately apparent by touch; further manipulation beyond what is necessary to determine if the object is a weapon is unconstitutional (Minnesota…,A,"Yes, because the officer was conducting a lawful Terry frisk and anything discovered during the frisk is admissible","306. ID 20476 | Pattern: An officer conducted a lawful Terry stop of a suspect near a known drug corner. During a pat-down for weapons, the officer felt a small, hard lump in the suspect's jacket pocket. The officer knew it was not a weapon.… | Trap: Minnesota v. Dickerson's plain feel doctrine limits what may be seized during a Terry frisk | Look for: C — No, because the officer's continued manipulation of the object to identify it as cocaine exceeded the lawful scope of a Terry frisk; the incriminating character was…. Rule: An officer conducting a lawful Terry frisk may seize an item under plain feel only if its identity as contraband is immediately apparent by touch; further manipulation beyond what is necessary to determine if the object is a weapon is unconstitutional (Minnesota…",136
307,20516,"Quinn's criminal boss, Dante, calls Quinn on the phone and says: ""Steal $50,000 from the bank where you work by Friday or I will have your family hurt sometime next week."" Quinn is frightened and believes the threat is serious…","Duress requires an imminent threat. Dante's threat was conditional (""sometime next week"") and he was physically absent and across the country",C,"No, because the threat was not imminent — harm was promised for a future time and the threatener was absent","Common-law duress requires (1) an imminent threat of death or serious bodily harm (2) to the defendant or a close family member (3) from another person (not natural forces), (4) with no reasonable opportunity to escape or seek help; a non-imminent or…",A,"Yes, because Quinn had a genuine and reasonable fear of harm to his family","307. ID 20516 | Pattern: Quinn's criminal boss, Dante, calls Quinn on the phone and says: ""Steal $50,000 from the bank where you work by Friday or I will have your family hurt sometime next week."" Quinn is frightened and believes the threat is serious… | Trap: Duress requires an imminent threat. Dante's threat was conditional (""sometime next week"") and he was physically absent and across the country | Look for: C — No, because the threat was not imminent — harm was promised for a future time and the threatener was absent. Rule: Common-law duress requires (1) an imminent threat of death or serious bodily harm (2) to the defendant or a close family member (3) from another person (not natural forces), (4) with no reasonable opportunity to escape or seek help; a non-imminent or…",136
308,16083,"The victim and the defendant were roommates until they began arguing bitterly. During one argument, the victim moved out of the apartment that they shared. As she left, she said, “I'm going to get even with you for all the…","A person is guilty of a criminal attempt when, with the intent to bring about a criminally prohibited result, he or she comes substantially close to achieving it",C,It was reasonable for the defendant to believe that the victim was reaching into her pocket for a gun,A person is privileged to use reasonable force to protect himself or herself from what he or she reasonably believes to be a threat of imminent bodily harm. Potentially lethal force is reasonable when used in response to what the defendant reasonably…,A,The victim's injury was not serious enough to result in death.,"308. ID 16083 | Pattern: The victim and the defendant were roommates until they began arguing bitterly. During one argument, the victim moved out of the apartment that they shared. As she left, she said, “I'm going to get even with you for all the… | Trap: A person is guilty of a criminal attempt when, with the intent to bring about a criminally prohibited result, he or she comes substantially close to achieving it | Look for: C — It was reasonable for the defendant to believe that the victim was reaching into her pocket for a gun. Rule: A person is privileged to use reasonable force to protect himself or herself from what he or she reasonably believes to be a threat of imminent bodily harm. Potentially lethal force is reasonable when used in response to what the defendant reasonably…",142
309,16078,"The defendant, an attorney, was vice president of a corporation that made children's pajamas. After several children were burned to death while wearing the corporation's product, both the defendant and the corporation were charged with criminal negligence. After placing the…","In A, since the defendant was not in custody at the time he answered the officer's questions (and since the question was probably not an “interrogation”), the issue of waiver…",B,"A recently arrived immigrant from Southeast Asia was arrested for burglary. After the arresting officer read him his Miranda rights, she asked, “Do you understand what…","A statement made in response to a custodial interrogation of a suspect is admissible against him or her only if, after being advised of his or her Miranda rights, he or she makes a voluntary and intelligent waiver",C,"Following a series of assaults, police officers went to the defendant's home. The officers told the defendant that she was not under arrest, but that they would appreciate her cooperation in answering their questions. The defendant said, “I'm innocent, and I'm willing to prove it by standing in a lineup.” She then accompanied the police officers to the police station where two assault victims picked her out of a lineup. At the defendant's trial on a charge of assault, her motion to exclude evidence of the lineup identification was denied.","309. ID 16078 | Pattern: The defendant, an attorney, was vice president of a corporation that made children's pajamas. After several children were burned to death while wearing the corporation's product, both the defendant and the corporation were charged with criminal negligence. After placing the… | Trap: In A, since the defendant was not in custody at the time he answered the officer's questions (and since the question was probably not an “interrogation”), the issue of waiver… | Look for: B — A recently arrived immigrant from Southeast Asia was arrested for burglary. After the arresting officer read him his Miranda rights, she asked, “Do you understand what…. Rule: A statement made in response to a custodial interrogation of a suspect is admissible against him or her only if, after being advised of his or her Miranda rights, he or she makes a voluntary and intelligent waiver",147
310,18413,Wade and Priya agree to steal a museum sculpture. They carry out the plan and remove the sculpture from the museum. Both are charged with conspiracy to commit larceny and the completed larceny. They argue that the conspiracy merged into…,Conspiracy is different. It punishes the agreement and does not merge into the completed target crime,B,"The conspiracy does not merge, so convictions for both conspiracy and larceny may stand if both are proved","Conspiracy does not merge into the completed target offense, so a defendant may be convicted of both conspiracy and the completed crime when both are proved",A,The conspiracy merges because all inchoate crimes merge into completed crimes,"310. ID 18413 | Pattern: Wade and Priya agree to steal a museum sculpture. They carry out the plan and remove the sculpture from the museum. Both are charged with conspiracy to commit larceny and the completed larceny. They argue that the conspiracy merged into… | Trap: Conspiracy is different. It punishes the agreement and does not merge into the completed target crime | Look for: B — The conspiracy does not merge, so convictions for both conspiracy and larceny may stand if both are proved. Rule: Conspiracy does not merge into the completed target offense, so a defendant may be convicted of both conspiracy and the completed crime when both are proved",113
311,16197,A defendant sold heroin to an addict. The addict was later stopped by two police officers for speeding 30 miles per hour over the speed limit. The officers required the addict to get out of the car. One of the…,Do not litigate the addict’s Fourth Amendment rights; the seller lacks standing to challenge a search of another person’s car,C,"denied, because the defendant has no standing to object to the search",This is a tricky question because it involves a not-so-obvious issue: standing to object. A person only has standing to claim a search or seizure violated the Fourth Amendment when the evidence was obtained from a search or seizure that violated that…,D,"denied, because the search was proper as incident to a valid full custodial arrest.","311. ID 16197 | Pattern: A defendant sold heroin to an addict. The addict was later stopped by two police officers for speeding 30 miles per hour over the speed limit. The officers required the addict to get out of the car. One of the… | Trap: Do not litigate the addict’s Fourth Amendment rights; the seller lacks standing to challenge a search of another person’s car | Look for: C — denied, because the defendant has no standing to object to the search. Rule: This is a tricky question because it involves a not-so-obvious issue: standing to object. A person only has standing to claim a search or seizure violated the Fourth Amendment when the evidence was obtained from a search or seizure that violated that…",127
312,18156,"Harold approaches an elderly woman, Helen, and tells her: ""I will fix your roof next week for $2,000."" Helen pays Harold $2,000 in cash upfront. Harold has no intention of doing the work and never does. He spends the money…","False pretenses at common law requires a false statement of a presently existing fact, not a false promise about future conduct",C,"No, because at common law, a false promise about future conduct does not satisfy the present-fact requirement for false pretenses",False pretenses requires a false representation of a presently existing material fact. A false promise about future conduct — even one the defendant intends not to keep — is not a false representation of present fact and does not satisfy this element…,B,"Yes, because by accepting payment, Harold implicitly represented that he currently intended to perform","312. ID 18156 | Pattern: Harold approaches an elderly woman, Helen, and tells her: ""I will fix your roof next week for $2,000."" Helen pays Harold $2,000 in cash upfront. Harold has no intention of doing the work and never does. He spends the money… | Trap: False pretenses at common law requires a false statement of a presently existing fact, not a false promise about future conduct | Look for: C — No, because at common law, a false promise about future conduct does not satisfy the present-fact requirement for false pretenses. Rule: False pretenses requires a false representation of a presently existing material fact. A false promise about future conduct — even one the defendant intends not to keep — is not a false representation of present fact and does not satisfy this element…",136
313,20412,"Without a warrant, police stand on a public sidewalk and use a thermal-imaging device not commonly available to the public to detect heat patterns inside a suspect's home. The scan reveals unusually high heat in a room, which police use…",A search can occur when technology obtains interior home information that could not otherwise be obtained without entry,B,"Yes, because the device obtained information about the interior of the home using technology not in general public use",Use of sense-enhancing technology not in general public use to obtain information about the interior of a home can be a Fourth Amendment search,A,"No, because officers stayed on a public sidewalk and did not physically enter the home","313. ID 20412 | Pattern: Without a warrant, police stand on a public sidewalk and use a thermal-imaging device not commonly available to the public to detect heat patterns inside a suspect's home. The scan reveals unusually high heat in a room, which police use… | Trap: A search can occur when technology obtains interior home information that could not otherwise be obtained without entry | Look for: B — Yes, because the device obtained information about the interior of the home using technology not in general public use. Rule: Use of sense-enhancing technology not in general public use to obtain information about the interior of a home can be a Fourth Amendment search",114
314,18988,"Nina intended to steal a wallet from the coat pocket of Victor, a man sleeping on a park bench. She reached into Victor's coat pocket and felt around thoroughly, but the pocket was empty — Victor had left his wallet…",Nina's situation is factual impossibility: her plan would have been criminal but for an unknown factual condition (the empty pocket),C,Nina is guilty because factual impossibility is not a defense to attempt,Factual impossibility — where the defendant's intended crime is impossible only because of an unknown circumstance of fact — is not a defense to attempt at common law,A,Nina is not guilty because it was impossible to steal a wallet that did not exist,"314. ID 18988 | Pattern: Nina intended to steal a wallet from the coat pocket of Victor, a man sleeping on a park bench. She reached into Victor's coat pocket and felt around thoroughly, but the pocket was empty — Victor had left his wallet… | Trap: Nina's situation is factual impossibility: her plan would have been criminal but for an unknown factual condition (the empty pocket) | Look for: C — Nina is guilty because factual impossibility is not a defense to attempt. Rule: Factual impossibility — where the defendant's intended crime is impossible only because of an unknown circumstance of fact — is not a defense to attempt at common law",113
315,19322,"Beatrice was robbed at gunpoint in a well-lit parking garage. During the robbery, she stared at the robber's face for approximately ninety seconds from a distance of three feet. She immediately called 911 and gave a detailed description. Three days…",There is no automatic exclusion rule for suggestive identification procedures,C,"Deny the motion, because even if the procedure was suggestive, the strong reliability factors establish that there is no substantial likelihood of misidentification, and the suggestiveness…","If a suggestive identification procedure does not create a substantial likelihood of irreparable misidentification under the totality of circumstances, the identification is admissible and the suggestiveness goes to weight — not admissibility — for the jury to evaluate",A,"Grant the motion, because any impermissible suggestiveness in a police-arranged identification procedure requires automatic suppression","315. ID 19322 | Pattern: Beatrice was robbed at gunpoint in a well-lit parking garage. During the robbery, she stared at the robber's face for approximately ninety seconds from a distance of three feet. She immediately called 911 and gave a detailed description. Three days… | Trap: There is no automatic exclusion rule for suggestive identification procedures | Look for: C — Deny the motion, because even if the procedure was suggestive, the strong reliability factors establish that there is no substantial likelihood of misidentification, and the suggestiveness…. Rule: If a suggestive identification procedure does not create a substantial likelihood of irreparable misidentification under the totality of circumstances, the identification is admissible and the suggestiveness goes to weight — not admissibility — for the jury to evaluate",127
316,21284,"Police received a domestic violence call. When they arrived, a woman named Carol met them outside. Carol told officers that she shared the apartment with her boyfriend, the suspect. She produced a key and opened the door. Officers entered and…","Illinois v. Rodriguez established the apparent authority doctrine: consent is valid if the officers reasonably believed, based on the facts available to them, that the consenting party had authority over…",C,"Yes, because officers reasonably believed Carol had authority over the apartment based on the information available at the time of entry","Third-party consent is valid if the consenting party has actual authority over the area searched, or if officers reasonably believe — based on the facts presented — that the third party has authority (apparent authority) (Illinois v. Rodriguez; United States v. Matlock)",A,"No, because Carol lacked actual authority over the apartment, making any consent she gave legally ineffective","316. ID 21284 | Pattern: Police received a domestic violence call. When they arrived, a woman named Carol met them outside. Carol told officers that she shared the apartment with her boyfriend, the suspect. She produced a key and opened the door. Officers entered and… | Trap: Illinois v. Rodriguez established the apparent authority doctrine: consent is valid if the officers reasonably believed, based on the facts available to them, that the consenting party had authority over… | Look for: C — Yes, because officers reasonably believed Carol had authority over the apartment based on the information available at the time of entry. Rule: Third-party consent is valid if the consenting party has actual authority over the area searched, or if officers reasonably believe — based on the facts presented — that the third party has authority (apparent authority) (Illinois v. Rodriguez; United States v. Matlock)",146
317,16031,"After looking at a car that the seller had advertised for sale, the buyer agreed to purchase it for $3,000. The buyer gave the seller $100 cash, promising to bring the balance and to pick up the car the following…","Do not pick the nearest theft label; fraudulent down-payment facts may be false pretenses, but not embezzlement or larceny by trick when title to money passes",D,neither embezzlement nor larceny by trick,"Embezzlement is the conversion of personal property known to be another's with the intent to defraud, by a person in lawful possession of the property",D,neither embezzlement nor larceny by trick.,"317. ID 16031 | Pattern: After looking at a car that the seller had advertised for sale, the buyer agreed to purchase it for $3,000. The buyer gave the seller $100 cash, promising to bring the balance and to pick up the car the following… | Trap: Do not pick the nearest theft label; fraudulent down-payment facts may be false pretenses, but not embezzlement or larceny by trick when title to money passes | Look for: D — neither embezzlement nor larceny by trick. Rule: Embezzlement is the conversion of personal property known to be another's with the intent to defraud, by a person in lawful possession of the property",110
318,18101,"A man told his friend, a druggist, that he was planning to kill his wife and asked the druggist to help him by furnishing a poison. Although the druggist did not actually intend to help the man kill his wife…","Conspiracy, if it exists, is separate from the substantive crime and is complete when the unlawful agreement is made",B,The druggist did not believe that the wife would die,"A conspiracy occurs when two or more persons with the specific intent to commit a crime agree to commit it. Since the druggist did not believe that the wife would be hurt by the drug that he furnished, he did not have…",A,His wife did not die.,"318. ID 18101 | Pattern: A man told his friend, a druggist, that he was planning to kill his wife and asked the druggist to help him by furnishing a poison. Although the druggist did not actually intend to help the man kill his wife… | Trap: Conspiracy, if it exists, is separate from the substantive crime and is complete when the unlawful agreement is made | Look for: B — The druggist did not believe that the wife would die. Rule: A conspiracy occurs when two or more persons with the specific intent to commit a crime agree to commit it. Since the druggist did not believe that the wife would be hurt by the drug that he furnished, he did not have…",124
319,20687,Nolan has a diagnosed mental disease that contributed to his decision to steal office equipment. He knew the equipment belonged to his employer and knew stealing it was illegal. The jurisdiction applies only M'Naghten. Nolan argues that his theft was…,A defendant cannot select an insanity test not adopted by the jurisdiction,C,"Reject it, because M'Naghten is the supplied test and Nolan knew the nature and wrongfulness of the theft",The insanity test is jurisdiction-specific; Durham/product language does not apply unless the jurisdiction adopts it,A,"Accept it, because Durham is available whenever mental disease causes crime","319. ID 20687 | Pattern: Nolan has a diagnosed mental disease that contributed to his decision to steal office equipment. He knew the equipment belonged to his employer and knew stealing it was illegal. The jurisdiction applies only M'Naghten. Nolan argues that his theft was… | Trap: A defendant cannot select an insanity test not adopted by the jurisdiction | Look for: C — Reject it, because M'Naghten is the supplied test and Nolan knew the nature and wrongfulness of the theft. Rule: The insanity test is jurisdiction-specific; Durham/product language does not apply unless the jurisdiction adopts it",98
320,19064,"Felix takes a prescription sleep medication. The label warns in bold print: ""May cause hallucinations and impaired judgment. Do not drive or handle firearms."" Felix reads the label, takes double the prescribed dose for recreation, hallucinates, and fires a gun…",Felix knowingly ignored a clear warning and doubled the dose for recreation,C,"No, because he knowingly accepted the intoxicating risk and misused the medication",Intoxication from medicine is not involuntary when the defendant knowingly takes it after clear warnings of intoxicating effects,B,"Yes, because hallucinations were an unusual side effect","320. ID 19064 | Pattern: Felix takes a prescription sleep medication. The label warns in bold print: ""May cause hallucinations and impaired judgment. Do not drive or handle firearms."" Felix reads the label, takes double the prescribed dose for recreation, hallucinates, and fires a gun… | Trap: Felix knowingly ignored a clear warning and doubled the dose for recreation | Look for: C — No, because he knowingly accepted the intoxicating risk and misused the medication. Rule: Intoxication from medicine is not involuntary when the defendant knowingly takes it after clear warnings of intoxicating effects",95
321,20971,"A state prisoner was convicted of possession with intent to distribute cocaine. At trial, the state introduced cocaine seized during a warrantless vehicle search. Before trial, the defendant moved to suppress, arguing the search violated the Fourth Amendment. The state…",Stone v. Powell (1976) created a categorical exception specifically for Fourth Amendment suppression claims,B,"No, because Stone v. Powell bars Fourth Amendment suppression claims in federal habeas when the state provided a full and fair opportunity to litigate the claim…","Stone v. Powell (1976) held that a state prisoner may not obtain federal habeas corpus relief on the ground that evidence obtained in violation of the Fourth Amendment was introduced at trial, if the state provided an opportunity for full and fair…",A,"Yes, because Fourth Amendment violations are constitutional claims and federal courts must review all constitutional claims raised in federal habeas petitions","321. ID 20971 | Pattern: A state prisoner was convicted of possession with intent to distribute cocaine. At trial, the state introduced cocaine seized during a warrantless vehicle search. Before trial, the defendant moved to suppress, arguing the search violated the Fourth Amendment. The state… | Trap: Stone v. Powell (1976) created a categorical exception specifically for Fourth Amendment suppression claims | Look for: B — No, because Stone v. Powell bars Fourth Amendment suppression claims in federal habeas when the state provided a full and fair opportunity to litigate the claim…. Rule: Stone v. Powell (1976) held that a state prisoner may not obtain federal habeas corpus relief on the ground that evidence obtained in violation of the Fourth Amendment was introduced at trial, if the state provided an opportunity for full and fair…",135
322,16021,"Although the defendant had been licensed to drive for 15 years, he allowed his license to expire while he was temporarily out of the country. When he returned, he meant to get it renewed or reinstated but did not get…","The unlawful act doctrine (also called the misdemeanor-manslaughter rule) might make a death resulting from the commission of a misdemeanor involuntary manslaughter, but only if the misdemeanor involved is inherently…",D,The defendant created a high and unreasonable risk of death or serious injury when he took his eyes off the road while driving,"Involuntary manslaughter is an unintended killing that results from conduct that created a high and unreasonable risk of death or serious injury or from the commission of a malum in se misdemeanor. If the defendant's conduct created such risk, he could thus…",A,The victim's death resulted from the defendant's commission of a dangerous misdemeanor.,"322. ID 16021 | Pattern: Although the defendant had been licensed to drive for 15 years, he allowed his license to expire while he was temporarily out of the country. When he returned, he meant to get it renewed or reinstated but did not get… | Trap: The unlawful act doctrine (also called the misdemeanor-manslaughter rule) might make a death resulting from the commission of a misdemeanor involuntary manslaughter, but only if the misdemeanor involved is inherently… | Look for: D — The defendant created a high and unreasonable risk of death or serious injury when he took his eyes off the road while driving. Rule: Involuntary manslaughter is an unintended killing that results from conduct that created a high and unreasonable risk of death or serious injury or from the commission of a malum in se misdemeanor. If the defendant's conduct created such risk, he could thus…",148
323,16176,"Four hours into a defendant’s assault trial, the lawyers gathered in the judge’s chambers to discuss an evidentiary issue. While there, the judge received a phone call from his wife telling him that her mother had suddenly died. Without asking…",Do not allow retrial after a sua sponte mistrial unless manifest necessity existed and alternatives were considered,D,"Yes, because there was no manifest necessity for a mistrial","For centuries, the Supreme Court has held that once a jury trial has begun, the trial judge should declare a mistrial only if there is a “manifest necessity” for this drastic step (and if there is, then a retrial is ordinarily permitted…",C,"Yes, because the second judge’s evidentiary rulings might be inconsistent with those of the first judge.","323. ID 16176 | Pattern: Four hours into a defendant’s assault trial, the lawyers gathered in the judge’s chambers to discuss an evidentiary issue. While there, the judge received a phone call from his wife telling him that her mother had suddenly died. Without asking… | Trap: Do not allow retrial after a sua sponte mistrial unless manifest necessity existed and alternatives were considered | Look for: D — Yes, because there was no manifest necessity for a mistrial. Rule: For centuries, the Supreme Court has held that once a jury trial has begun, the trial judge should declare a mistrial only if there is a “manifest necessity” for this drastic step (and if there is, then a retrial is ordinarily permitted…",122
324,20096,"A public high school assistant principal receives a reliable teacher report that a student is selling prescription pills from a backpack during school hours. The assistant principal searches only the student's backpack and a small pill bottle inside it, finding…","School searches by school officials are governed by a reasonableness standard, not the ordinary warrant requirement",A,"Yes, because the search was justified at inception and reasonably limited to places where pills could be found",A public school search by school officials is valid when justified at inception and reasonably related in scope to the school's legitimate objectives,D,"No, because the teacher report had to establish probable cause","324. ID 20096 | Pattern: A public high school assistant principal receives a reliable teacher report that a student is selling prescription pills from a backpack during school hours. The assistant principal searches only the student's backpack and a small pill bottle inside it, finding… | Trap: School searches by school officials are governed by a reasonableness standard, not the ordinary warrant requirement | Look for: A — Yes, because the search was justified at inception and reasonably limited to places where pills could be found. Rule: A public school search by school officials is valid when justified at inception and reasonably related in scope to the school's legitimate objectives",110
325,20674,"Terrence was tried in federal district court for a serious misdemeanor. The court empaneled a six-person jury, as permitted by the Federal Rules of Criminal Procedure for misdemeanor offenses. The judge instructed the jury that a verdict of five-to-one was…",Compliance with the Federal Rules regarding jury size does not resolve the constitutional unanimity question,C,"No, because a six-person jury must return a unanimous verdict, and a five-to-one verdict is constitutionally defective","Under Burch v. Louisiana, a six-person jury must render a unanimous verdict to convict; non-unanimous verdicts by a six-person jury violate the Sixth Amendment",A,"Yes, because the Federal Rules of Criminal Procedure permit six-person juries for misdemeanors, satisfying the Sixth Amendment","325. ID 20674 | Pattern: Terrence was tried in federal district court for a serious misdemeanor. The court empaneled a six-person jury, as permitted by the Federal Rules of Criminal Procedure for misdemeanor offenses. The judge instructed the jury that a verdict of five-to-one was… | Trap: Compliance with the Federal Rules regarding jury size does not resolve the constitutional unanimity question | Look for: C — No, because a six-person jury must return a unanimous verdict, and a five-to-one verdict is constitutionally defective. Rule: Under Burch v. Louisiana, a six-person jury must render a unanimous verdict to convict; non-unanimous verdicts by a six-person jury violate the Sixth Amendment",109
326,16109,"A man had just been released from prison after serving a three-year term for aggravated assault. In need of money, he called his old friend, the defendant, and asked whether the defendant would be interested in joining the man in…","B, C, and D are therefore incorrect",A,"guilty, because the pedestrian's death resulted from the defendant's attempt to commit a robbery","The felony-murder rule provides that the intent to commit a felony is malice aforethought, and that a death that results from the perpetration of a felony is therefore murder",C,"not guilty, because he was in reasonable fear for his own life when attempting to flee in the automobile.","326. ID 16109 | Pattern: A man had just been released from prison after serving a three-year term for aggravated assault. In need of money, he called his old friend, the defendant, and asked whether the defendant would be interested in joining the man in… | Trap: B, C, and D are therefore incorrect | Look for: A — guilty, because the pedestrian's death resulted from the defendant's attempt to commit a robbery. Rule: The felony-murder rule provides that the intent to commit a felony is malice aforethought, and that a death that results from the perpetration of a felony is therefore murder",103
