barmatrix_question_id,percent_correct,correct_answer,most_popular_wrong_answer,heuristic_class,trap_hits,choice_len_avg,charge_menu_score
20990,65.0,A,B,sixth_trial_rights,timing_status_at_moment;constitutional_threshold;remedy_vs_right,85,2
14744,51.0,C,A,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,28.5,2
17208,62.0,A,B,mens_rea_actus_reus,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,69.5,3
17564,72.0,C,A,homicide,timing_status_at_moment;lesser_greater_offense_ladder,72,1
14619,22.0,B,A,sixth_trial_rights,element_missing_despite_bad_intent,89.8,0
17164,60.0,D,B,theft_property_crimes,lesser_greater_offense_ladder,71.2,4
20575,62.0,A,B,fourth_amendment_search_seizure,constitutional_threshold;exception_to_exception,77.5,0
14593,72.0,A,C,sixth_trial_rights,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,132.8,0
17827,47.0,C,A,defenses_justification_excuse,lesser_greater_offense_ladder;exception_to_exception,70.5,2
19055,48.0,B,A,inchoate,conspiracy_scope_withdrawal_merger;exception_to_exception,95,1
19870,57.0,C,B,mens_rea_actus_reus,mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder,109.2,3
20180,65.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,58,1
16194,,B,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,57.8,0
16032,64.0,C,B,homicide,lesser_greater_offense_ladder,78,0
18365,60.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;lesser_greater_offense_ladder,103.8,0
19731,65.0,A,B,fourth_amendment_search_seizure,constitutional_threshold;exception_to_exception,78.5,0
16036,,A,B,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,91.5,2
16131,,D,B,homicide,element_missing_despite_bad_intent,72.2,0
17328,72.0,C,A,mens_rea_actus_reus,mental_state_gradient;lesser_greater_offense_ladder,104,3
16188,,D,D,sixth_trial_rights,lesser_greater_offense_ladder;constitutional_threshold;exception_to_exception,91.2,0
19720,62.0,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent,149,2
19898,60.0,C,A,defenses_justification_excuse,,73.5,0
16057,,A,D,exclusion_double_jeopardy_due_process,timing_status_at_moment;lesser_greater_offense_ladder,55.8,2
20314,48.0,C,A,fourth_amendment_search_seizure,mental_state_gradient;constitutional_threshold;remedy_vs_right;exception_to_exception,74.2,0
16075,50.0,B,A,homicide,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,90.5,0
18132,40.0,C,A,sixth_trial_rights,timing_status_at_moment;constitutional_threshold;remedy_vs_right,101,2
17371,73.0,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent;timing_status_at_moment,121.8,2
14721,51.0,A,D,theft_property_crimes,mental_state_gradient,89.5,0
17883,62.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;mental_state_gradient,64,1
14687,79.0,A,B,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,130.5,3
18625,58.0,C,A,sixth_trial_rights,timing_status_at_moment;constitutional_threshold;remedy_vs_right,141.8,2
19751,48.0,A,B,sixth_trial_rights,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,98,1
18707,60.0,A,B,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,70.2,0
16142,,A,A,theft_property_crimes,mental_state_gradient;attempt_preparation_line;lesser_greater_offense_ladder,18.8,4
20931,58.0,C,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,81,2
14591,82.0,A,C,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,108.2,0
21526,46.0,A,B,homicide,mental_state_gradient;lesser_greater_offense_ladder,82.2,4
21504,72.0,A,B,theft_property_crimes,lesser_greater_offense_ladder;constitutional_threshold,77.2,1
17823,48.0,A,C,theft_property_crimes,timing_status_at_moment;lesser_greater_offense_ladder,78.5,3
20806,46.0,C,A,exclusion_double_jeopardy_due_process,timing_status_at_moment;constitutional_threshold,119,0
18768,47.0,C,A,sixth_trial_rights,timing_status_at_moment;mental_state_gradient;conspiracy_scope_withdrawal_merger;constitutional_threshold;remedy_vs_right,116,2
21171,47.0,C,D,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,114,2
21011,46.0,B,C,sixth_trial_rights,timing_status_at_moment;exception_to_exception,173.2,0
16175,,B,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,145.2,1
17963,52.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;constitutional_threshold,105,0
21572,48.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,100.5,3
21689,44.0,C,B,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,126.5,2
17375,48.0,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent;timing_status_at_moment,123.8,1
16164,,B,C,theft_property_crimes,element_missing_despite_bad_intent;attempt_preparation_line;lesser_greater_offense_ladder,83.8,2
19628,62.0,B,A,theft_property_crimes,timing_status_at_moment;attempt_preparation_line;lesser_greater_offense_ladder,72.5,3
20031,71.0,A,C,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder;constitutional_threshold,73.8,1
20548,62.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,106,2
16069,62.0,C,D,homicide,timing_status_at_moment;lesser_greater_offense_ladder,92.2,3
20595,70.0,C,B,theft_property_crimes,timing_status_at_moment,70.8,1
18682,63.0,C,B,fourth_amendment_search_seizure,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,110.8,1
17871,60.0,B,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold,88,0
18123,75.0,A,B,theft_property_crimes,timing_status_at_moment,59.8,0
14571,64.0,D,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,94,0
16008,,A,C,inchoate,conspiracy_scope_withdrawal_merger,51.2,1
17080,48.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,118.8,0
17453,58.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold,68,0
18120,57.0,C,A,sixth_trial_rights,remedy_vs_right,88.8,3
16145,,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;timing_status_at_moment;lesser_greater_offense_ladder,152.5,2
16054,45.0,B,A,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,368.8,4
16128,,C,A,theft_property_crimes,lesser_greater_offense_ladder,93.2,2
17671,60.0,C,A,defenses_justification_excuse,lesser_greater_offense_ladder,76,0
17423,65.0,B,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,63.8,1
20350,50.0,C,A,assault_battery_sex_kidnap,element_missing_despite_bad_intent;timing_status_at_moment,113.8,1
16150,,C,B,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,69,3
21583,46.0,C,A,defenses_justification_excuse,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,147.8,0
19619,48.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,150.2,1
16046,,A,B,theft_property_crimes,lesser_greater_offense_ladder,13.5,4
21420,60.0,C,A,fifth_miranda_confessions,timing_status_at_moment;mental_state_gradient,83.2,0
20335,58.0,B,A,inchoate,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,56.8,2
21326,48.0,A,B,exclusion_double_jeopardy_due_process,lesser_greater_offense_ladder,105,0
16070,,A,B,defenses_justification_excuse,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder;remedy_vs_right,215,5
16200,,A,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,112.2,0
16191,,A,C,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,63.8,0
19733,50.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,114.5,0
17186,65.0,C,A,defenses_justification_excuse,timing_status_at_moment;constitutional_threshold,75.8,1
18550,55.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,86.2,3
21323,73.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,65.8,0
18909,62.0,A,B,fourth_amendment_search_seizure,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,89,3
19981,62.0,B,A,fourth_amendment_search_seizure,,70.8,0
19757,42.0,B,A,sentencing_eighth_appeal_habeas,timing_status_at_moment,204,0
17495,48.0,C,B,theft_property_crimes,lesser_greater_offense_ladder,124,1
16040,,B,C,defenses_justification_excuse,timing_status_at_moment;lesser_greater_offense_ladder,96,2
16030,,A,B,assault_battery_sex_kidnap,mental_state_gradient;conspiracy_scope_withdrawal_merger,87.8,2
19969,55.0,C,A,defenses_justification_excuse,mental_state_gradient,104.5,0
16019,60.0,C,A,assault_battery_sex_kidnap,mental_state_gradient,83.5,2
19908,58.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,119,0
21657,52.0,C,A,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,80.5,2
16148,,A,D,inchoate,attempt_preparation_line;conspiracy_scope_withdrawal_merger;constitutional_threshold,69.5,0
18786,58.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right,98.2,0
17203,65.0,C,A,fifth_miranda_confessions,timing_status_at_moment;constitutional_threshold;remedy_vs_right,73,1
14713,59.0,D,B,theft_property_crimes,lesser_greater_offense_ladder,74.2,4
14697,40.0,B,A,theft_property_crimes,attempt_preparation_line;lesser_greater_offense_ladder,20,4
18317,48.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent,62.8,0
17923,50.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;mental_state_gradient;exception_to_exception,91,1
14695,90.0,B,A,inchoate,conspiracy_scope_withdrawal_merger,107.2,1
18217,48.0,A,B,fourth_amendment_search_seizure,timing_status_at_moment;remedy_vs_right,67.5,0
18640,65.0,B,A,fourth_amendment_search_seizure,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,78.8,1
14707,65.0,A,C,sixth_trial_rights,timing_status_at_moment;conspiracy_scope_withdrawal_merger,108,1
21538,60.0,C,A,fourth_amendment_search_seizure,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right;exception_to_exception,143,2
14578,74.0,C,A,sixth_trial_rights,constitutional_threshold,125,0
16116,,D,B,homicide,mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold,15.8,3
17760,60.0,A,B,sixth_trial_rights,timing_status_at_moment;remedy_vs_right,89.8,2
14643,82.0,D,B,homicide,mental_state_gradient;lesser_greater_offense_ladder,73.5,1
14714,77.0,C,B,mens_rea_actus_reus,timing_status_at_moment;mental_state_gradient,92.2,2
19242,42.0,C,D,theft_property_crimes,element_missing_despite_bad_intent,149,1
14709,63.0,A,D,theft_property_crimes,lesser_greater_offense_ladder,15,3
16055,,C,A,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder;constitutional_threshold,249.8,1
19676,50.0,C,A,homicide,,118.5,0
18968,60.0,A,B,homicide,timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,85.2,2
21432,46.0,C,B,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,138.8,1
18574,60.0,C,A,theft_property_crimes,element_missing_despite_bad_intent;lesser_greater_offense_ladder,91.2,1
16000,55.0,D,A,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,117.2,0
19996,48.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient,113.2,0
20188,58.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;remedy_vs_right,91.2,0
17966,50.0,B,A,inchoate,element_missing_despite_bad_intent;conspiracy_scope_withdrawal_merger,90.2,2
17425,72.0,C,A,fifth_miranda_confessions,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,104.2,0
18737,58.0,B,A,inchoate,conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,67.5,2
14735,81.0,A,D,accomplice_party_liability,timing_status_at_moment,81.5,0
21718,44.0,C,A,defenses_justification_excuse,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,88.8,4
20387,62.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,93.2,0
20483,50.0,C,B,inchoate,element_missing_despite_bad_intent;conspiracy_scope_withdrawal_merger,80,2
19915,57.0,B,A,defenses_justification_excuse,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,76.2,1
19074,63.0,C,A,defenses_justification_excuse,,66.2,0
17370,60.0,C,A,mens_rea_actus_reus,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient,101.5,3
18551,62.0,B,A,theft_property_crimes,lesser_greater_offense_ladder;constitutional_threshold,15,3
16186,,A,D,fourth_amendment_search_seizure,element_missing_despite_bad_intent;constitutional_threshold;remedy_vs_right;exception_to_exception,74,0
16087,,B,D,theft_property_crimes,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,17.8,2
20797,58.0,C,A,defenses_justification_excuse,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,71,2
16106,,C,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,98.5,4
19499,50.0,B,A,inchoate,conspiracy_scope_withdrawal_merger;exception_to_exception,93.2,1
14664,67.0,A,C,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,43.8,3
16025,,D,B,homicide,timing_status_at_moment;lesser_greater_offense_ladder,141.2,0
14607,69.0,D,B,homicide,element_missing_despite_bad_intent;timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,49.5,0
20954,60.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold,90,0
14563,63.0,B,D,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right;exception_to_exception,57.8,0
16141,,A,C,homicide,mental_state_gradient;lesser_greater_offense_ladder,18.8,3
21245,62.0,A,C,fourth_amendment_search_seizure,timing_status_at_moment;constitutional_threshold;remedy_vs_right,76,0
17626,47.0,C,B,fifth_miranda_confessions,lesser_greater_offense_ladder;remedy_vs_right,90.8,1
18714,62.0,A,D,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,66.2,0
19075,60.0,C,A,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,76.2,1
14621,66.0,A,C,sixth_trial_rights,timing_status_at_moment;constitutional_threshold;remedy_vs_right,75.5,2
16120,,C,A,fourth_amendment_search_seizure,lesser_greater_offense_ladder;constitutional_threshold;remedy_vs_right,112.2,0
17589,45.0,C,B,exclusion_double_jeopardy_due_process,timing_status_at_moment;constitutional_threshold;remedy_vs_right,104.5,0
16123,,D,A,homicide,mental_state_gradient;lesser_greater_offense_ladder,76,2
16092,,B,A,homicide,element_missing_despite_bad_intent;mental_state_gradient;lesser_greater_offense_ladder,67.2,2
14670,70.0,C,D,homicide,timing_status_at_moment;mental_state_gradient;lesser_greater_offense_ladder,95.2,1
19566,60.0,C,A,mens_rea_actus_reus,mental_state_gradient,98.8,0
14582,44.0,A,D,fifth_miranda_confessions,timing_status_at_moment;lesser_greater_offense_ladder,63,0
16152,,D,D,theft_property_crimes,element_missing_despite_bad_intent;timing_status_at_moment;conspiracy_scope_withdrawal_merger;lesser_greater_offense_ladder,79.5,2
16041,,A,C,assault_battery_sex_kidnap,,16,2
20943,55.0,A,B,inchoate,conspiracy_scope_withdrawal_merger;constitutional_threshold,67,4
21787,57.0,C,A,fourth_amendment_search_seizure,constitutional_threshold;remedy_vs_right;exception_to_exception,72.2,1
21497,47.0,A,B,mens_rea_actus_reus,mental_state_gradient;lesser_greater_offense_ladder,94.5,4
